"Laboratorio","Provincia","Cantón","Rango","Sexo","N dosis","Periodo","Cantidad"
"PFIZER INC - USA","HEREDIA","FLORES","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","F","DV1 - PRIMER DOSIS VIDA","1-2021","4"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","F","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","F","DV1 - PRIMER DOSIS VIDA","3-2021","49"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","F","DV1 - PRIMER DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","4"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","37"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","11"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","M","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","M","DV1 - PRIMER DOSIS VIDA","3-2021","30"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","M","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","27"
"PFIZER INC - USA","HEREDIA","FLORES","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","F","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","F","DV1 - PRIMER DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","F","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","M","DV1 - PRIMER DOSIS VIDA","1-2021","4"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","M","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","3"
"PFIZER INC - USA","HEREDIA","HEREDIA","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","HEREDIA","HEREDIA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","100 o mas","F","DV1 - PRIMER DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","3"
"PFIZER INC - USA","HEREDIA","HEREDIA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","100 o mas","M","DV1 - PRIMER DOSIS VIDA","3-2021","4"
"PFIZER INC - USA","HEREDIA","HEREDIA","100 o mas","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","5"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","12-2020","13"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","150"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","59"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","72"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","23"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","54"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","113"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","92"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","12-2020","6"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","87"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","51"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","38"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","9"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","31"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","61"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","69"
"PFIZER INC - USA","HEREDIA","HEREDIA","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","12-2020","18"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","281"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","150"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","3-2021","116"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV1 - PRIMER DOSIS VIDA","4-2021","42"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","92"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","209"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","194"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","8"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","12-2020","11"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","1-2021","195"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","2-2021","100"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","3-2021","74"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV1 - PRIMER DOSIS VIDA","4-2021","18"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","74"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","131"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","134"
"PFIZER INC - USA","HEREDIA","HEREDIA","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","12-2020","8"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","1-2021","238"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","2-2021","102"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","3-2021","86"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV1 - PRIMER DOSIS VIDA","4-2021","22"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","54"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","193"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","133"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","12-2020","6"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","1-2021","165"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","2-2021","77"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","3-2021","55"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV1 - PRIMER DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","47"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","129"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","109"
"PFIZER INC - USA","HEREDIA","HEREDIA","40 a 50","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","12-2020","7"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","1-2021","157"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","2-2021","88"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","3-2021","50"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV1 - PRIMER DOSIS VIDA","4-2021","16"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","45"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","124"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","112"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","6"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","12-2020","4"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","1-2021","136"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","2-2021","77"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","3-2021","44"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV1 - PRIMER DOSIS VIDA","4-2021","12"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","34"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","108"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","97"
"PFIZER INC - USA","HEREDIA","HEREDIA","50 a 60","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","1-2021","30"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","2-2021","17"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","3-2021","231"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV1 - PRIMER DOSIS VIDA","4-2021","316"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","4"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","24"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","135"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","1-2021","37"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","2-2021","14"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","3-2021","142"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV1 - PRIMER DOSIS VIDA","4-2021","220"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","8"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","29"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","85"
"PFIZER INC - USA","HEREDIA","HEREDIA","60 a 70","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","1-2021","9"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","2-2021","81"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","3-2021","707"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","F","DV1 - PRIMER DOSIS VIDA","4-2021","860"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","9"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","557"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","98"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","1-2021","15"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","2-2021","64"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","3-2021","467"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","M","DV1 - PRIMER DOSIS VIDA","4-2021","603"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","13"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","370"
"PFIZER INC - USA","HEREDIA","HEREDIA","70 a 80","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","60"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","1-2021","19"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","2-2021","468"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","3-2021","633"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","F","DV1 - PRIMER DOSIS VIDA","4-2021","64"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","17"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","1021"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","28"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","1-2021","5"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","2-2021","345"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","3-2021","406"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","M","DV1 - PRIMER DOSIS VIDA","4-2021","28"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","6"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","697"
"PFIZER INC - USA","HEREDIA","HEREDIA","80 a 90","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","16"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","2-2021","105"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","3-2021","142"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","F","DV1 - PRIMER DOSIS VIDA","4-2021","19"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","6"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","221"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","9"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","12-2020","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","1-2021","8"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","2-2021","57"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","3-2021","69"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV1 - PRIMER DOSIS VIDA","4-2021","11"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","1"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","122"
"PFIZER INC - USA","HEREDIA","HEREDIA","90 a 100","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","10 a 20","F","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","10 a 20","M","DV1 - PRIMER DOSIS VIDA","2-2021","1"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","10 a 20","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","100 o mas","F","DV1 - PRIMER DOSIS VIDA","2-2021","2"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","100 o mas","F","DV1 - PRIMER DOSIS VIDA","3-2021","1"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","100 o mas","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","2"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","12-2020","3"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","1-2021","27"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","2-2021","14"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","3-2021","9"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","F","DV1 - PRIMER DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","11"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","20"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","19"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","1-2021","9"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","2-2021","12"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","3-2021","9"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","M","DV1 - PRIMER DOSIS VIDA","4-2021","4"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","2"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","7"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","16"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","20 a 30","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","12-2020","6"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","1-2021","44"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","2-2021","32"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","3-2021","24"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV1 - PRIMER DOSIS VIDA","4-2021","5"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","12"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","41"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","40"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","1-2021","26"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","2-2021","32"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","3-2021","15"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV1 - PRIMER DOSIS VIDA","4-2021","3"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","1-2021","7"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","2-2021","22"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","3-2021","41"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","30 a 40","M","DV2 - SEGUNDA DOSIS VIDA","4-2021","1"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","12-2020","4"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","1-2021","27"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","2-2021","18"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","3-2021","15"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV1 - PRIMER DOSIS VIDA","4-2021","7"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","1-2021","9"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","2-2021","22"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","3-2021","24"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","F","DV2 - SEGUNDA DOSIS VIDA","4-2021","2"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","12-2020","2"
"PFIZER INC - USA","HEREDIA","SAN ISIDRO","40 a 50","M","DV1 - PRIMER DOSIS VIDA","1-2021","23"
